sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time,stress_level,mood,sleep_interruptions,water_intake,daily_steps,age,gender,bmi,sleep_quality
5.9,23.04,4.94,Moderate,10.7,92.1,6,Neutral,No,3.35,4900,20,Female,22.8,Poor
5.94,20.66,2.6,Moderate,67.5,41.7,10,Neutral,No,2.59,6813,40,Male,24.3,Average
6.1,23.82,5.92,Moderate,64.0,93.6,7,Happy,No,0.88,6286,28,Female,25.9,Average
6.79,23.5,6.29,Low,17.4,68.4,7,Neutral,No,2.18,6090,35,Female,24.5,Average
5.88,22.27,4.15,Low,9.9,204.3,8,Neutral,No,2.01,4598,64,Male,21.2,Poor
8.13,0.49,8.62,None,33.4,88.2,5,Neutral,Yes,2.46,5705,58,Male,21.3,Average
5.34,0.91,6.25,Low,0.9,26.8,5,Sad,No,1.61,3662,61,Female,18.5,Poor
6.26,21.09,3.35,Low,16.1,84.0,1,Happy,Yes,1.97,1918,46,Male,20.5,Good
5.93,22.36,4.29,Moderate,10.2,113.4,2,Happy,No,1.21,4898,22,Female,30.4,Average
8.38,22.35,6.73,Moderate,63.3,165.3,3,Sad,Yes,2.36,8878,41,Female,20.7,Good
6.76,22.09,4.85,None,0.3,63.5,3,Anxious,Yes,1.23,7702,46,Female,19.3,Poor
7.84,0.74,8.58,Low,20.1,18.8,7,Happy,No,2.51,3230,46,Female,24.6,Average
4.57,23.21,3.78,None,33.7,126.8,0,Neutral,Yes,1.67,5782,43,Female,23.1,Average
6.85,23.1,5.95,None,16.6,27.9,9,Happy,Yes,0.5,9077,57,Female,22.8,Average
7.66,20.49,4.15,Moderate,2.2,70.4,3,Happy,No,2.76,5655,20,Male,28.4,Good
6.61,0.45,7.06,None,89.8,78.4,10,Happy,Yes,2.55,2747,19,Male,25.4,Average
7.89,21.64,5.53,Low,18.2,86.9,10,Happy,Yes,3.15,13773,42,Male,21.6,Average
5.83,23.59,5.42,None,23.8,121.0,10,Sad,No,0.74,6499,36,Female,22.0,Poor
8.33,23.92,8.25,High,6.7,59.2,3,Neutral,No,1.74,3509,57,Male,21.7,Good
9.49,1.54,11.03,Moderate,16.5,77.7,0,Happy,No,2.29,7514,19,Female,26.6,Good
6.03,21.54,3.57,None,14.0,89.4,2,Happy,No,2.6,6743,36,Male,22.4,Good
5.92,20.0,1.92,Low,1.9,96.7,4,Sad,No,1.18,2376,18,Female,17.2,Average
8.39,23.78,8.17,Moderate,2.8,94.4,5,Happy,No,2.5,7280,44,Female,23.3,Good
8.55,2.0,10.55,High,45.4,109.6,8,Neutral,No,1.8,9951,62,Female,18.1,Good
5.82,1.36,7.18,None,6.9,128.0,8,Happy,Yes,0.9,6301,52,Female,31.1,Poor
5.95,23.81,5.76,High,5.4,107.7,8,Neutral,No,1.67,819,58,Female,20.1,Average
6.13,22.76,4.89,High,17.6,110.4,10,Happy,No,2.56,8026,22,Male,22.9,Poor
4.75,0.71,5.46,High,36.6,18.8,0,Happy,No,0.93,8809,55,Female,24.4,Average
5.31,22.04,3.35,Moderate,1.6,92.3,8,Happy,Yes,2.65,5241,21,Male,22.5,Poor
5.19,0.21,5.4,Moderate,21.5,111.6,7,Happy,Yes,2.4,5263,34,Female,22.5,Poor
5.5,0.26,5.76,Low,3.2,122.8,1,Neutral,No,2.02,13774,38,Female,25.0,Good
6.45,1.09,7.54,Moderate,0.9,58.8,10,Neutral,Yes,1.06,5025,48,Female,28.8,Poor
6.8,2.0,8.8,Low,1.4,60.3,0,Happy,No,1.11,3634,39,Male,26.2,Good
8.52,0.09,8.61,Moderate,44.9,64.2,0,Happy,No,1.92,7075,28,Female,28.7,Good
5.2,22.74,3.94,Low,3.1,114.1,5,Neutral,No,1.41,8725,51,Male,19.8,Poor
7.78,23.46,7.24,Moderate,1.2,136.5,8,Neutral,Yes,1.97,8597,32,Female,24.6,Good
6.22,20.85,3.07,Moderate,14.4,71.7,6,Anxious,No,2.83,500,27,Male,24.0,Poor
6.44,22.46,4.9,None,46.4,130.9,4,Neutral,No,2.01,5018,55,Male,24.7,Good
7.38,22.89,6.27,Moderate,7.6,95.6,10,Neutral,No,1.99,10459,49,Male,28.3,Average
5.04,22.71,3.75,Low,13.7,84.4,1,Neutral,Yes,1.99,7980,48,Female,22.7,Poor
7.0,23.73,6.73,Moderate,1.0,80.5,0,Anxious,Yes,2.91,3293,54,Female,22.1,Average
6.72,22.27,4.99,Low,14.9,123.6,1,Sad,No,3.11,10727,61,Male,25.4,Good
7.14,1.18,8.32,Low,21.5,104.7,0,Happy,Yes,2.5,9895,45,Female,17.3,Good
6.88,23.5,6.38,High,21.2,192.4,2,Happy,No,2.3,6110,48,Female,22.7,Average
9.69,23.49,9.18,Low,10.1,51.6,5,Happy,No,2.36,9638,23,Female,23.0,Good
5.67,23.01,4.68,Moderate,9.5,113.3,7,Neutral,No,3.2,12999,31,Male,20.3,Poor
5.81,23.73,5.54,Low,2.8,66.2,2,Sad,No,2.53,3837,40,Male,27.2,Average
5.69,0.74,6.43,Low,11.4,50.9,9,Neutral,Yes,3.27,8666,33,Female,19.8,Poor
5.78,22.2,3.98,Low,2.6,89.5,8,Happy,Yes,1.91,12958,42,Male,23.0,Average
5.67,22.51,4.18,Moderate,36.4,96.2,9,Sad,Yes,1.27,8959,56,Female,24.5,Poor
8.05,23.04,7.09,Low,84.7,221.3,4,Sad,Yes,1.73,4737,19,Female,28.2,Good
8.35,21.48,5.83,None,87.7,81.7,6,Happy,No,1.81,7717,55,Male,23.5,Good
5.76,22.27,4.03,Low,50.1,39.1,7,Neutral,Yes,3.32,11110,58,Male,26.8,Poor
5.42,22.79,4.21,None,23.0,102.3,2,Neutral,No,2.72,3953,56,Female,26.0,Good
7.11,0.81,7.92,High,30.2,0.0,1,Anxious,No,1.75,6910,51,Female,23.9,Good
5.78,23.89,5.67,High,8.4,85.9,1,Sad,No,2.77,6270,57,Female,19.7,Good
7.32,23.79,7.11,Low,24.9,90.7,4,Neutral,Yes,2.11,5106,60,Male,18.5,Average
6.76,0.78,7.54,Moderate,15.2,125.8,0,Neutral,Yes,3.34,7725,42,Male,23.9,Average
4.53,23.29,3.82,Low,16.4,133.8,1,Anxious,Yes,1.97,6698,53,Female,21.6,Poor
8.51,0.09,8.6,Moderate,35.4,67.3,8,Neutral,No,1.12,8930,33,Female,26.7,Good
8.83,23.35,8.18,Moderate,8.3,83.2,6,Happy,Yes,2.07,10423,35,Male,26.1,Good
5.7,23.9,5.6,High,9.6,55.5,5,Sad,No,1.97,3182,30,Female,22.9,Poor
6.0,22.63,4.63,Low,64.6,39.2,8,Happy,No,1.26,7203,54,Male,19.4,Average
6.87,20.0,2.87,Moderate,1.4,103.9,6,Neutral,No,2.61,6841,44,Male,25.3,Average
6.93,23.3,6.23,Low,16.6,32.7,10,Anxious,No,3.2,7610,51,Female,19.9,Poor
7.36,1.63,8.99,High,61.0,71.3,4,Sad,Yes,1.41,6954,28,Female,20.8,Average
9.11,0.89,10.0,None,23.6,45.2,8,Neutral,No,2.88,4058,18,Male,20.1,Good
6.27,0.95,7.22,Moderate,19.8,114.7,5,Happy,No,1.78,11364,30,Female,23.0,Good
5.46,1.35,6.81,Moderate,7.2,171.1,5,Neutral,No,2.18,12642,47,Male,27.6,Average
4.71,23.63,4.34,Moderate,10.5,31.4,10,Happy,No,2.11,8641,22,Male,23.5,Poor
5.55,23.8,5.35,None,47.8,6.6,3,Happy,No,2.18,8794,35,Male,21.9,Good
6.46,22.57,5.03,High,20.5,84.4,0,Sad,Yes,2.53,7393,31,Female,18.2,Poor
8.83,23.03,7.86,None,18.1,90.7,4,Happy,Yes,1.48,9908,30,Female,25.4,Good
5.83,0.42,6.25,Moderate,2.6,99.8,10,Neutral,Yes,3.11,500,49,Female,20.8,Poor
6.79,1.31,8.1,None,0.4,69.9,8,Neutral,Yes,2.55,6988,24,Male,23.9,Poor
6.48,23.29,5.77,Low,82.9,81.0,7,Anxious,Yes,2.78,5282,25,Male,22.3,Average
8.04,22.82,6.86,Low,11.8,106.5,7,Neutral,No,1.65,7437,24,Male,26.4,Average
9.79,23.5,9.29,Low,23.1,136.8,4,Happy,No,1.42,10278,33,Male,22.9,Good
5.81,0.4,6.21,None,2.1,2.0,8,Happy,No,3.03,7057,60,Female,23.3,Poor
5.86,21.33,3.19,None,28.7,73.4,2,Neutral,No,1.39,5919,48,Female,25.2,Good
7.86,20.06,3.92,Low,67.4,99.6,2,Neutral,No,2.3,2790,44,Female,30.9,Good
7.39,22.67,6.06,Moderate,21.4,48.7,0,Neutral,Yes,2.91,6672,50,Male,26.6,Good
8.9,21.67,6.57,High,3.4,167.9,8,Neutral,Yes,2.11,9017,46,Male,23.2,Poor
7.26,22.74,6.0,None,21.8,61.4,5,Happy,No,3.02,4477,25,Female,23.5,Good
6.03,23.28,5.31,Low,36.3,88.1,1,Neutral,Yes,2.01,990,50,Male,21.7,Average
7.27,22.82,6.09,None,13.0,115.0,7,Neutral,Yes,1.31,13823,58,Female,20.2,Average
7.94,1.68,9.62,None,53.0,63.4,8,Happy,Yes,2.46,8006,36,Male,21.6,Good
7.57,23.99,7.56,Moderate,26.2,6.9,8,Happy,Yes,2.34,6335,38,Male,20.8,Average
7.16,23.95,7.11,Moderate,57.4,70.7,1,Happy,No,4.08,11173,58,Male,25.8,Good
7.89,0.43,8.32,None,24.4,136.3,1,Happy,No,1.54,7424,38,Male,19.8,Good
8.02,21.79,5.81,None,3.5,74.8,6,Neutral,No,2.02,10996,42,Male,28.2,Good
8.3,1.06,9.36,None,9.3,51.9,10,Happy,No,1.69,10739,59,Female,26.1,Good
7.34,23.39,6.73,Moderate,5.6,131.7,3,Happy,No,2.1,3176,40,Female,23.6,Good
6.28,0.51,6.79,High,59.9,75.1,0,Happy,Yes,2.07,8380,28,Female,23.5,Good
6.69,21.89,4.58,None,35.7,67.0,7,Anxious,Yes,1.59,12176,50,Male,21.5,Average
8.07,21.17,5.24,None,28.2,96.7,1,Anxious,Yes,2.53,4004,37,Female,24.4,Good
5.44,0.73,6.17,High,9.0,124.7,2,Happy,No,2.05,4041,42,Female,27.3,Poor
6.98,0.06,7.04,High,5.1,197.2,4,Happy,No,3.14,4548,43,Male,21.0,Good
5.99,22.15,4.14,Low,35.3,127.2,2,Happy,No,1.75,9671,57,Male,18.1,Good
6.54,22.2,4.74,None,16.1,142.2,6,Neutral,Yes,3.5,7853,29,Female,26.0,Average
8.16,1.19,9.35,None,6.4,67.2,6,Happy,No,2.39,1193,49,Female,24.6,Good
6.75,21.72,4.47,Moderate,24.0,43.8,1,Neutral,No,3.09,8023,50,Female,19.6,Good
6.56,1.96,8.52,Low,1.0,92.8,6,Neutral,No,2.28,6244,27,Female,20.9,Poor
4.73,22.15,2.88,None,9.9,94.8,10,Anxious,No,1.65,6663,21,Female,20.5,Poor
7.47,0.46,7.93,Moderate,15.8,41.5,5,Happy,No,2.02,4489,32,Male,21.0,Good
7.34,23.01,6.35,None,4.0,82.1,9,Sad,No,1.23,8045,23,Female,22.4,Average
9.31,0.4,9.71,Moderate,104.4,108.0,8,Sad,No,2.12,10151,44,Female,22.6,Average
6.1,22.68,4.78,Low,5.9,106.2,8,Happy,Yes,2.32,5074,22,Female,21.2,Poor
6.78,23.26,6.04,None,3.5,112.7,1,Neutral,No,2.23,1953,22,Female,20.8,Good
6.82,23.56,6.38,Moderate,5.7,103.1,6,Happy,Yes,3.13,6091,35,Female,22.7,Poor
8.55,22.0,6.55,Low,36.6,67.2,4,Happy,Yes,2.1,9269,45,Female,24.1,Good
6.38,0.61,6.99,High,13.9,66.9,5,Happy,No,0.87,5737,52,Male,22.4,Good
6.86,22.73,5.59,Low,20.8,36.0,0,Neutral,No,4.68,2507,39,Male,27.6,Good
7.29,23.16,6.45,Low,0.5,170.3,6,Neutral,Yes,1.72,9290,51,Male,25.3,Average
6.74,22.01,4.75,Moderate,0.9,90.6,5,Anxious,No,2.88,11246,21,Female,17.9,Average
5.92,20.0,1.92,Low,14.8,79.9,3,Happy,Yes,1.15,7060,35,Female,25.3,Average
6.75,23.21,5.96,High,42.4,48.2,0,Anxious,No,2.37,2183,58,Male,25.6,Good
7.9,2.0,9.9,Low,54.1,222.1,8,Happy,No,1.64,6047,43,Female,22.0,Good
5.17,0.68,5.85,Low,2.3,41.7,3,Sad,No,0.5,7455,59,Female,18.3,Poor
6.67,23.47,6.14,None,19.3,70.7,1,Happy,No,2.0,4571,39,Female,23.5,Good
5.59,23.11,4.7,Low,61.1,108.7,7,Happy,No,2.16,8750,64,Male,23.5,Poor
8.05,23.53,7.58,Moderate,12.3,117.0,1,Anxious,No,2.05,4278,50,Male,19.6,Good
4.52,0.32,4.84,Moderate,44.2,133.1,4,Happy,Yes,2.37,7077,60,Male,18.4,Poor
5.77,21.73,3.5,None,3.6,171.3,10,Neutral,No,2.01,6315,31,Female,23.2,Average
6.99,1.17,8.16,None,68.5,112.8,5,Neutral,No,2.25,8848,48,Male,22.7,Good
8.54,0.57,9.11,Moderate,34.8,42.5,10,Neutral,No,2.32,6957,27,Male,22.0,Average
6.41,0.58,6.99,High,70.9,78.4,7,Neutral,Yes,2.18,6411,41,Male,23.2,Poor
5.78,0.16,5.94,None,28.2,103.9,10,Sad,Yes,2.08,4591,38,Female,19.6,Poor
8.95,23.53,8.48,Low,11.3,183.1,0,Happy,Yes,1.57,7104,25,Male,22.0,Good
4.62,0.51,5.13,Low,69.6,27.1,0,Neutral,No,2.62,6219,49,Male,25.4,Average
3.64,0.39,4.03,High,8.1,144.1,3,Anxious,No,2.0,4388,48,Female,22.3,Poor
7.07,22.97,6.04,None,10.1,98.1,4,Happy,Yes,1.95,7478,51,Male,17.6,Average
5.85,22.64,4.49,None,30.2,127.7,8,Happy,No,2.56,8092,40,Female,21.8,Average
5.17,23.65,4.82,Moderate,36.2,85.4,10,Sad,No,2.35,5985,42,Female,19.8,Poor
7.42,1.82,9.24,None,66.3,52.1,6,Neutral,Yes,1.71,9795,24,Male,24.4,Average
6.82,21.64,4.46,Low,5.7,123.8,6,Neutral,No,3.08,7792,36,Male,24.6,Average
5.77,21.3,3.07,Low,40.0,119.4,7,Happy,No,1.37,3148,24,Male,17.7,Average
4.84,23.75,4.59,Low,33.5,133.7,4,Neutral,No,1.48,11012,64,Female,26.2,Poor
7.63,23.58,7.21,Low,1.6,89.4,4,Happy,No,2.67,9301,25,Male,19.6,Good
7.35,23.76,7.11,Low,12.2,63.0,0,Neutral,Yes,3.43,10005,31,Male,29.0,Good
6.37,23.87,6.24,None,8.3,19.9,8,Sad,No,1.8,8202,18,Male,23.3,Average
8.9,23.17,8.07,Moderate,9.1,126.9,5,Happy,Yes,2.49,500,30,Female,19.1,Average
5.11,1.73,6.84,Moderate,101.8,109.1,8,Neutral,Yes,1.37,10278,20,Female,19.5,Poor
4.52,21.1,1.62,Moderate,25.7,46.5,2,Anxious,No,1.55,7182,45,Female,24.7,Average
5.6,22.26,3.86,None,31.6,65.8,4,Neutral,No,2.99,8060,55,Male,22.1,Average
6.44,23.35,5.79,None,93.9,69.0,1,Sad,No,2.46,8621,32,Male,23.2,Good
6.82,21.04,3.86,Low,11.8,23.3,9,Neutral,Yes,3.01,12809,53,Female,29.1,Poor
6.19,23.24,5.43,Low,40.5,53.2,4,Sad,No,2.96,5361,20,Male,21.1,Average
6.96,1.99,8.95,Low,14.3,39.0,7,Happy,No,0.74,5439,21,Male,23.7,Good
4.87,23.53,4.4,Moderate,50.9,71.4,10,Happy,No,1.36,4447,22,Female,28.5,Poor
8.38,23.85,8.23,None,5.0,56.8,1,Happy,No,2.39,3790,43,Female,24.4,Good
6.39,21.61,4.0,None,73.8,16.8,7,Neutral,No,1.01,3845,42,Female,17.9,Good
7.95,22.58,6.53,Low,6.2,181.0,3,Sad,No,1.46,1445,27,Male,25.3,Good
6.95,22.94,5.89,Moderate,9.9,146.4,9,Happy,Yes,3.2,8280,25,Male,19.4,Poor
7.09,23.02,6.11,None,35.3,54.9,9,Neutral,No,1.82,12963,29,Male,28.4,Average
7.24,1.42,8.66,Moderate,12.5,102.3,0,Sad,Yes,2.7,13155,20,Female,20.6,Good
7.08,0.34,7.42,Low,23.4,108.8,4,Neutral,Yes,2.18,4443,44,Female,33.9,Average
7.34,21.83,5.17,High,14.7,143.6,0,Neutral,Yes,1.72,6184,40,Male,28.6,Average
8.23,23.87,8.1,High,33.9,53.2,6,Neutral,Yes,1.04,10700,57,Female,20.7,Average
6.76,0.25,7.01,Low,6.5,139.1,7,Happy,Yes,2.36,8297,50,Female,23.6,Poor
7.42,1.21,8.63,None,1.5,65.3,2,Happy,Yes,3.22,7404,31,Male,26.1,Good
6.38,1.87,8.25,Low,8.9,29.9,2,Anxious,Yes,1.74,6230,40,Female,26.2,Average
8.37,21.98,6.35,None,16.1,122.6,6,Happy,No,2.25,10535,48,Male,25.0,Average
5.62,22.28,3.9,Moderate,4.6,148.1,3,Happy,Yes,1.14,3781,30,Female,27.9,Poor
8.84,21.61,6.45,Moderate,11.0,206.5,2,Anxious,No,1.73,8443,29,Male,23.1,Average
6.45,23.15,5.6,Moderate,12.8,36.0,7,Happy,Yes,2.44,8035,52,Female,22.2,Good
4.64,0.2,4.84,Moderate,1.5,121.5,2,Neutral,No,2.72,7130,35,Male,22.3,Poor
6.67,0.98,7.65,Low,21.9,71.6,6,Happy,No,2.59,9363,38,Female,26.5,Good
5.61,23.39,5.0,None,53.9,125.3,1,Neutral,No,0.78,7101,62,Female,24.8,Good
7.59,23.02,6.61,Moderate,4.1,23.8,10,Happy,No,1.88,5396,64,Female,24.5,Average
5.65,23.73,5.38,Low,22.8,33.2,10,Happy,Yes,1.52,7278,59,Female,26.3,Poor
5.92,22.25,4.17,Moderate,27.3,55.1,0,Neutral,No,1.98,2224,18,Female,16.3,Good
4.04,2.0,6.04,Low,13.6,93.6,5,Sad,No,2.12,8838,55,Male,24.6,Poor
5.91,21.09,3.0,None,30.2,61.2,7,Neutral,No,2.95,9605,58,Male,24.3,Good
3.35,23.78,3.13,High,13.2,119.7,0,Anxious,No,2.41,5030,59,Male,29.3,Poor
4.44,2.0,6.44,None,17.6,136.2,9,Happy,Yes,3.19,4316,64,Female,18.1,Poor
7.49,23.51,7.0,High,0.2,117.0,8,Neutral,No,1.71,5141,26,Male,29.0,Poor
7.52,23.21,6.73,High,29.4,162.8,2,Neutral,Yes,1.21,6811,40,Female,23.8,Average
7.05,22.96,6.01,Moderate,27.1,108.7,2,Anxious,No,3.22,7648,31,Female,25.2,Average
5.24,23.23,4.47,Moderate,1.0,35.2,3,Happy,Yes,2.5,11846,28,Male,29.4,Poor
6.44,1.56,8.0,Moderate,11.5,151.4,10,Neutral,No,1.68,11467,24,Male,25.5,Poor
6.5,20.18,2.68,High,96.6,62.8,0,Anxious,Yes,2.51,9495,48,Female,24.9,Average
4.99,1.8,6.79,Low,13.6,131.0,8,Happy,Yes,2.78,7364,41,Female,24.3,Poor
8.45,21.36,5.81,Low,17.4,160.8,10,Anxious,No,2.28,4219,43,Male,21.8,Average
7.64,23.1,6.74,Moderate,60.2,110.6,2,Happy,No,1.69,12039,47,Male,23.4,Good
6.21,22.86,5.07,Low,31.6,22.7,9,Sad,No,1.89,6257,51,Female,21.0,Poor
6.53,0.38,6.91,Low,21.8,48.7,3,Anxious,Yes,2.4,7844,63,Female,23.3,Average
6.77,21.1,3.87,Low,40.0,149.5,0,Neutral,Yes,2.34,8882,55,Male,15.3,Good
3.85,0.19,4.04,Moderate,49.9,82.4,3,Neutral,No,3.05,7185,22,Female,25.0,Average
6.18,2.0,8.18,High,15.3,93.6,0,Happy,No,2.01,10453,22,Female,23.1,Good
5.61,21.46,3.07,None,16.1,124.1,4,Anxious,No,1.53,8366,36,Male,22.3,Average
5.2,23.78,4.98,High,12.2,121.3,4,Neutral,No,4.0,9966,55,Male,24.3,Poor
6.13,22.51,4.64,Moderate,85.1,102.5,10,Happy,No,2.32,8342,45,Female,18.5,Poor
8.84,0.14,8.98,Moderate,29.9,80.6,6,Neutral,No,2.78,6886,43,Female,30.3,Good
7.33,23.53,6.86,Moderate,2.2,75.9,7,Neutral,No,2.57,7223,59,Male,23.1,Average
5.76,22.54,4.3,Moderate,49.7,128.6,3,Happy,No,2.33,6813,40,Female,23.0,Average
7.24,0.23,7.47,None,16.4,114.9,6,Happy,No,2.04,3147,63,Male,20.1,Good
8.32,2.0,10.32,Moderate,1.8,78.4,3,Happy,No,0.5,3998,47,Female,23.6,Good
7.7,23.21,6.91,None,19.9,138.7,2,Neutral,No,1.46,9222,20,Male,28.4,Good
6.58,0.58,7.16,High,13.5,84.2,5,Neutral,Yes,2.43,3222,45,Female,27.1,Poor
5.66,21.56,3.22,High,52.5,51.7,3,Neutral,Yes,0.5,5787,50,Female,26.5,Poor
7.41,22.07,5.48,Low,5.7,55.8,2,Sad,Yes,2.25,3850,59,Female,25.4,Average
7.01,0.21,7.22,None,43.8,46.0,8,Anxious,No,2.66,5627,20,Male,22.2,Good
7.66,1.73,9.39,Moderate,20.4,77.7,4,Neutral,Yes,2.78,6534,22,Male,18.4,Good
7.33,0.03,7.36,Low,1.4,145.5,6,Happy,Yes,2.62,5781,36,Male,22.8,Average
7.86,23.03,6.89,High,89.3,53.8,5,Neutral,No,2.87,2715,59,Female,22.7,Good
5.8,23.5,5.3,None,18.0,98.5,9,Neutral,No,3.32,6443,18,Female,27.2,Poor
8.21,21.62,5.83,None,8.6,60.4,4,Neutral,No,2.97,4123,55,Male,24.6,Good
6.76,0.41,7.17,High,15.8,78.3,6,Neutral,No,2.34,5090,26,Male,29.1,Poor
9.2,0.82,10.02,Moderate,48.8,22.0,10,Neutral,No,2.11,9222,22,Female,27.7,Average
5.6,22.82,4.42,Moderate,9.1,80.1,5,Anxious,No,2.28,9866,63,Female,21.9,Average
8.76,22.79,7.55,Low,5.4,81.3,9,Happy,No,2.01,3067,59,Female,17.2,Good
6.76,23.9,6.66,Moderate,3.5,114.3,1,Neutral,No,2.98,11706,51,Female,28.3,Good
5.65,22.84,4.49,Moderate,8.8,100.0,2,Happy,Yes,2.6,5470,54,Male,28.3,Poor
5.87,23.4,5.27,Moderate,37.9,36.1,1,Anxious,No,1.93,5197,50,Male,18.7,Average
6.08,2.0,8.08,Moderate,15.9,138.8,2,Happy,Yes,3.13,4325,42,Female,28.8,Average
7.05,23.13,6.18,Moderate,6.5,99.5,0,Happy,Yes,2.0,7168,59,Female,24.8,Average
7.18,22.96,6.14,Low,4.5,98.9,7,Happy,No,1.54,12945,46,Female,24.1,Good
5.75,22.53,4.28,Low,10.1,89.6,5,Neutral,Yes,2.19,2381,42,Male,29.2,Poor
6.47,0.62,7.09,Moderate,70.3,66.7,1,Happy,No,1.62,829,26,Male,28.2,Good
9.28,23.23,8.51,None,10.5,99.8,7,Neutral,No,2.86,7806,20,Female,25.8,Good
8.75,22.53,7.28,Moderate,110.8,111.4,5,Neutral,No,1.61,8708,32,Female,25.2,Good
7.07,1.48,8.55,None,16.6,11.4,6,Happy,No,2.12,7158,21,Female,25.7,Good
6.55,1.63,8.18,Moderate,4.9,65.8,10,Happy,No,2.86,8787,62,Female,22.1,Average
6.66,22.6,5.26,Moderate,55.4,78.5,0,Sad,Yes,1.7,3606,55,Female,23.3,Good
7.3,20.7,4.0,None,15.4,101.5,6,Neutral,No,2.49,4165,37,Female,20.3,Average
5.17,1.01,6.18,None,30.9,143.7,2,Sad,No,1.52,7372,40,Male,22.3,Average
6.17,22.47,4.64,None,102.9,55.3,10,Neutral,No,2.37,12274,54,Male,22.2,Good
4.33,0.69,5.02,Moderate,1.3,67.6,7,Happy,No,2.6,8682,64,Male,21.3,Poor
7.02,20.54,3.56,Moderate,2.5,66.9,5,Happy,Yes,2.17,8822,25,Female,24.0,Average
7.34,0.84,8.18,None,31.9,53.9,3,Happy,Yes,2.22,3779,54,Female,22.4,Good
5.87,21.68,3.55,Moderate,8.3,74.4,10,Sad,Yes,2.51,8267,62,Female,25.3,Poor
8.55,0.6,9.15,Low,5.1,124.7,7,Anxious,No,2.0,3454,50,Male,17.8,Good
4.91,23.52,4.43,Low,1.0,42.6,8,Neutral,No,2.82,12303,50,Female,23.1,Poor
4.6,22.07,2.67,High,0.6,109.3,9,Happy,No,3.16,3964,24,Male,24.0,Poor
6.79,22.89,5.68,Low,37.2,13.4,1,Happy,No,1.55,4611,39,Female,22.4,Good
7.86,0.53,8.39,Low,3.6,64.7,5,Happy,No,3.44,2581,22,Female,22.9,Good
8.69,23.66,8.35,None,15.8,75.2,4,Neutral,No,1.99,7257,63,Female,18.0,Good
5.9,0.38,6.28,None,23.3,165.4,4,Happy,Yes,3.6,7131,32,Male,24.7,Average
7.9,2.0,9.9,Low,14.0,77.6,9,Anxious,Yes,2.0,11540,38,Male,25.8,Poor
6.45,21.15,3.6,None,0.7,0.0,10,Neutral,No,2.7,9329,42,Male,25.2,Average
6.28,1.93,8.21,Moderate,38.3,0.0,2,Anxious,No,2.69,4628,34,Female,27.1,Average
7.65,23.66,7.31,Low,0.3,91.5,7,Sad,No,1.93,9620,24,Male,24.2,Average
7.35,22.15,5.5,Low,35.9,117.6,7,Sad,Yes,2.25,3269,36,Female,25.2,Poor
4.45,21.5,1.95,None,55.9,106.9,4,Neutral,No,3.21,4845,24,Female,24.0,Poor
8.42,23.22,7.64,Low,14.2,97.5,7,Neutral,Yes,1.97,7355,57,Male,25.9,Average
8.29,0.88,9.17,Moderate,19.2,142.3,9,Neutral,Yes,1.91,3604,62,Male,18.0,Average
5.69,23.31,5.0,High,16.2,65.7,7,Neutral,No,1.39,10194,41,Female,20.4,Average
7.01,1.77,8.78,None,12.3,130.3,2,Neutral,Yes,3.3,13838,28,Female,29.1,Average
7.14,21.32,4.46,High,54.6,16.6,1,Anxious,Yes,1.86,6116,58,Female,15.0,Average
6.84,23.48,6.32,Moderate,56.1,49.3,8,Sad,Yes,3.04,5045,18,Female,23.0,Poor
5.78,21.62,3.4,Moderate,10.2,8.7,1,Sad,Yes,1.78,6611,49,Male,27.6,Poor
5.63,0.05,5.68,Low,23.9,77.6,8,Anxious,No,3.02,5328,57,Male,23.2,Poor
6.47,0.83,7.3,None,65.4,87.9,3,Happy,No,2.76,7785,61,Male,22.1,Good
8.02,22.87,6.89,None,81.8,95.1,1,Happy,Yes,2.04,3033,19,Female,24.0,Good
7.21,20.0,3.21,Moderate,17.8,92.8,9,Neutral,Yes,1.69,7956,32,Female,22.3,Poor
6.02,23.8,5.82,Low,15.1,48.3,0,Neutral,Yes,1.74,12736,38,Female,23.6,Average
7.5,0.16,7.66,High,8.2,81.4,3,Sad,No,1.73,994,41,Male,21.1,Good
3.0,0.11,3.11,Low,79.8,22.6,8,Neutral,Yes,2.95,3494,34,Female,27.4,Poor
7.99,1.35,9.34,None,3.9,151.3,8,Neutral,No,2.31,5665,64,Female,28.5,Good
4.24,21.89,2.13,Moderate,21.7,76.3,3,Neutral,Yes,1.42,8626,26,Male,23.0,Poor
6.03,0.52,6.55,Low,8.3,68.0,8,Happy,Yes,2.02,9671,52,Male,18.6,Poor
5.04,1.29,6.33,Low,8.2,161.5,5,Neutral,No,2.11,9430,37,Female,21.7,Poor
4.82,20.83,1.65,Moderate,13.0,34.1,0,Sad,No,0.7,1925,36,Male,22.9,Average
8.01,23.98,7.99,High,120.0,39.3,9,Happy,Yes,2.06,4977,35,Female,25.3,Average
5.89,22.74,4.63,Moderate,1.4,40.7,5,Neutral,No,2.71,4299,37,Male,20.0,Average
6.95,23.38,6.33,Moderate,21.6,86.9,8,Neutral,No,2.1,6804,47,Female,20.8,Average
6.44,0.02,6.46,Moderate,2.2,109.4,1,Happy,No,2.38,7055,57,Male,25.3,Average
